"Index","DOLX19","DOLOF","INDV19","IBOV","IBXX","IEEX","OZ1D","TBF"
"1996-01-03",-0.000255343041853706,0.000102811905709221,0.0589983407139822,0.0642679834065873,0.058642460612444,0.0198419207990037,0.0163002794049607,-0.0221594837540087
"1996-01-04",-5.10764781616047e-05,0.000102801336507898,-0.00417537141921898,0.000555235241803231,0.000933271182998574,-0.0138478968587936,-0.00323886922814376,-0.052091851409435
"1996-01-05",-0.000102160671271889,-0.000102801336507898,-0.00209424149690562,0.00219656102734156,-0.00186741417479563,0,0.00888177013478053,-0.0277190664487973
"1996-01-08",-0.000185959318786288,-0.000102811905709221,0.0093897403136598,0.00989907715717031,0.00652074970043692,-0.00599402394021009,-0.0032206147000422,0.0919313601527673
"1996-01-09",-6.94880858187474e-05,0,-0.0273701296159512,-0.0185639937492716,-0.0140254753545044,-0.00100250634962595,-0.00404040953700502,0.00458251186920999
"1996-01-10",0.000306528988774701,0,-0.0118090475600159,-0.00683494289700803,-0.0132703369208969,-0.00704582683320254,0.00806455983673038,0.0254199238915542
"1996-01-11",0.000153229322636506,0.000513953858257834,0.0381402159865978,0.0270006904873021,0.0189041546391531,0.020000666706669,-0.00402415029972536,-0.0609717647423161
"1996-01-12",-0.000306482128097585,0.000308245571410699,0.0205768577312035,0.0204069571895218,0.0176338676010692,0.0059230183031227,0.00883185186782853,-0.0363791499956988
"1996-01-15",-0.000153276183313622,-0.000719387523959312,0.00609138940580145,0.0100391937301456,0.0100687349482662,0.00686613781319867,-0.00561123716778633,0.0878064055871202
"1996-01-16",-0.000204404983835005,-0.000102811905709221,-0.0163268933208318,-0.00999792768796581,0,0.00292825977908873,-0.0032206147000422,-0.00614179820246841
"1996-01-17",0.000204404983835005,0.000102811905709221,-0.00205973296726292,-0.00216877260234583,0,0.00969939708871337,0.0104292962969859,0.0175478595490032
"1996-01-18",-0.000357736117372554,0.0002055921059873,0.00411523215359466,-0.000496380568620225,0.00181983671698571,-0.00677968698537867,-0.00319744477049078,-0.0483763485557511
"1996-01-19",-0.000102233781195338,0.000308308927985539,0.0142713941345001,0.015437347254176,0.0144406841547946,0.00774447239547804,0.000800320170769364,-0.0306640171988507
"1996-01-22",-0.00025563024485642,0.00143751950003833,-0.00813012609981634,-0.0031011572574684,0.00536194314138516,0.0086414363953411,0.0103462920541442,0.00958373399733992
"1996-01-23",0.000428399231584109,0.00205002121815408,0.0241947286359601,0.0185044251516366,0.0150378773645405,0.0254850980058299,0.000395804477757888,0.00984118256194655
"1996-01-24",0.000440477095153824,0.000307141031336944,-0.0140423571512773,-0.00805611381944971,-0.00351803353167846,0.00557622262743607,0.00118647433337182,-0.0119151008572913
"1996-01-26",0.000714978867566884,0.0015342917140658,-0.0193784748226022,-0.00761200886453572,-0.00264667115237494,0.0101430099650548,0.0117879557520419,-0.10136868512869
"1996-01-29",5.1050403437003e-05,0.000408747195553956,0.0112648400319344,0.00550674492907355,0.00176522552456859,-0.00644272822219882,-0.00234650088112343,0.125670465360621
"1996-01-30",-0.000459547142906302,-0.000102171136742765,0.0369857248906147,0.0394560624649571,0.0269698817121036,0.0192049798360499,0.000782778904940606,-0.0240276198463895
"1996-01-31",-0.00035757154146232,-0.000102181576750626,-0.000981836166065619,0.00351972672285683,0.0076956343882415,0.0081191244385046,-0.00627945548484288,-0.0399477944554478
"1996-02-01",-0.000405556328885837,0,0.0204187939798803,0.0226095920034766,0.0227378216919414,0.0300907658538261,0.0132970281434894,-0.075576281414991
"1996-02-02",-0.000405720759308892,0,0.0265922598615891,0.0265179112110641,0.0238596262864794,0.0292116990679911,0.0146551022402499,-0.0279473540691099
"1996-02-05",0,0.000102181576750626,-0.0141578575872838,-0.0145202573468151,-0.0139175394224127,-0.00509338961910277,-0.00460476638674834,0.0100742925343995
"1996-02-06",0.000152164617635009,-0.000102181576750626,0.0113422762298736,0.00394876482744877,0,0.0177145079323173,-0.00539916467777068,-0.0232694971812695
"1996-02-07",-0.000152164617635009,0.000204352713493391,-0.0132452263797802,-0.0133498269159826,-0.00910979384889732,-0.0126211183132146,-0.0063620355793601,0.00160179435177321
"1996-02-08",-0.000355140619406669,-0.000102171136742765,0.0113637589711004,0.00746778759028111,0.00415110600237867,-0.00339270893708576,-0.000622858942590732,-0.00720533648065247
"1996-02-09",-0.000101491982672286,0.000102171136742765,-0.0146522768473663,-0.00323673598348861,0,-0.000849978801704232,-0.0133283039287675,-0.019111971836721
"1996-02-12",-0.000253774806402873,-0.000102171136742765,0.00368324535624609,0.00629446945439938,0.00413394553172797,-0.0102565001671895,-0.00316205797064795,-0.0074454893689081
"1996-02-13",-0.000201724606034404,0.00193946878535907,0.00732604037217222,0.00869051756531825,0.0114849498668974,0.0111064789688937,0.00158227881112971,0.00269242740764419
"1996-02-14",0,0.000713593995314964,-0.0110092857284183,-0.010208836085253,-0.0114849498668974,-0.00682014578820844,0.0102242337758591,-0.0086699583708767
"1996-02-15",-0.000151320304135893,0.00213773176539119,-0.0111318403899112,-0.0107691172316162,-0.0107840116017455,-0.00600602406021178,-0.00235017734495324,-0.0106676607792815
"1996-02-16",-0.000201795956030537,-0.000203396726014028,-0.0312673505130725,-0.0192987437997605,-0.0151263388301519,-0.0051768881795331,0,-0.00748235491043459
"1996-02-22",-0.000302770307611056,-0.000814000858946961,0.0275290283612257,0.0124490109846427,0.00338123737186891,0.000864677961353699,-0.0118344576470033,0.0914793662362837
"1996-02-23",-0.00100989715658173,-0.000203603787733885,0.00187090795646938,0.00696349845801514,0.0100756519887417,0.0162884012648954,-0.00158856268513752,-0.0250287292083108
"1996-02-26",0.000606060650282458,0.00142435673689335,-0.00938974035080165,-0.00553259645958448,-0.00334728346005697,0.00846745109909897,0.00238189870453365,-0.0137410575488521
"1996-02-27",0.000454304534414973,0.00334940683592396,-0.00947874395552617,-0.0100018078129498,-0.0152029955196564,-0.00253271557928425,0.00198059086332947,0.00137804339676206
"1996-02-28",-0.000504795496173216,-0.00314609281672205,-0.00190657829163854,0.00119320273581991,0.00678543740012749,-0.00169204778102472,0.00118647433337182,-0.00137804339676206
"1996-02-29",0.000858000843884099,0.000406504070638355,-0.0488855885757928,-0.0475628440851654,-0.0387812492921107,-0.0265995948400661,-0.00396040121609742,-0.0223109417132057
"1996-03-01",-5.04502052365297e-05,-0.000203231379624389,0.0296171697074818,0.0250187334739262,0.0225900136051065,0.0138171455531415,0.00316957476127921,-0.00141110089266294
"1996-03-04",-0.000555121094473421,-0.000304924533541129,0.0135267763418714,0.013540784661723,0.0119557359201492,0.00256959456163042,-0.0111377444104557,0.120639755194079
"1996-03-05",0.000100954113506191,0,-0.00192123019907342,0.008753256217231,0.00845313571105866,0.0152804331376002,-0.00240288461631044,-0.0647582735414759
"1996-03-06",0.000100943810377174,0,-0.0452387854397269,-0.0437690275656859,-0.0368665839342501,-0.028194947541623,0.00240288461631044,-0.039448639064102
"1996-03-07",-0.000201897923883365,0.000812925560467994,-0.036889428756643,-0.0450997177648755,-0.0455639330064139,-0.0397754597176778,0.00159872136369676,-0.0549628082483909
"1996-03-08",-0.000201938582415906,-0.000203169444014682,-0.0168425033504143,-0.00717469156325556,-0.00549955556603887,-0.00361337339851442,0.0063694482854797,-0.055933314686645
"1996-03-11",5.04885250141029e-05,0,0.0168425033504143,0.0104913745650261,0.00458506076065124,0.0259058703358441,-0.003976148379639,0.112330478299519
"1996-03-12",-0.000201969171431671,-0.000101600203287793,-0.00838579335441736,-0.00679209012063531,0.000914494805387633,0.00352113039857915,0.00238758569450148,-0.00574980717901941
"1996-03-13",-0.000100999997103557,0.00121852167798497,0.0104712998684935,0.0138505498649124,0.0127158843253028,0.00525855725346691,0.00238189870453365,-0.000744324559857179
"1996-03-14",0.000151496058057532,0.00152106706809873,0.00415801019448558,0.00740152860110932,0.00270392233240102,0.0112995552539337,0,-0.0476064830158196
"1996-03-15",0.000100984585463593,-0.000101332522759848,0,0.00233141217871591,0.00538600942957057,0.00689063880612384,-0.000793336019396129,-0.0535846939018834
"1996-03-18",0,-0.000202695855563737,0.0103200090326876,0.00706411956622865,0.00446628701344043,0.0076956343882415,-0.000793965901176197,0.112068144211614
"1996-03-19",0,0.000202695855563737,-0.0103200090326876,-0.00727022014404,-0.00446628701344043,-0.00855437209665943,-0.000794596783961321,-0.00669732994564498
